4.824255897895941558e-01,1.737004816248648997e-01,2.159561251634960211e-01,6.890347420833113634e-02,3.113896032112229914e-02,3.296805382311039038e-03,1.190342912120164603e-02,5.137610722645803360e-03,7.537523666433010305e-03
3.890016749375579952e-02,3.421632290312057179e-01,5.354509740748260027e-01,2.985166761431545454e-02,6.260582442443044437e-04,2.228897762434537203e-02,2.351161887428144040e-03,1.937129906915386821e-02,8.996464960725258919e-03
5.498552953995106130e-02,1.292460884104323360e-01,4.450139311757793092e-01,1.819243055557570321e-01,1.638447007281431944e-01,1.632664856453481389e-02,5.884419946837959707e-03,5.492130475946459993e-04,2.225163030969645739e-03
5.069659341339611824e-01,3.989174020384257391e-01,5.247704701616168199e-02,2.384513053482666817e-02,1.699934063019172686e-02,7.938720269204724072e-04,1.021478103683870856e-06,1.688452696645405430e-07,8.329613931934432003e-08
5.812427026767204019e-01,2.804934319303796775e-01,8.952626403135653665e-02,4.509185451080727908e-02,1.919009717806667353e-03,1.133056451528500260e-03,3.413543435648146575e-04,2.287785089268751812e-04,2.354782890912066051e-05
8.308387188271768586e-01,1.484300712876066575e-01,2.788200372410563985e-03,2.121499886485033164e-03,6.961930567215640631e-03,5.003242384366255596e-03,3.259336332553086461e-03,5.250156899477465998e-04,7.198465223823280468e-05
3.419118687063679163e-01,2.082959963754172639e-01,3.880203569205138980e-01,3.133548076668624810e-02,6.655583340480905261e-03,1.580243813725173627e-02,5.917832327084631555e-03,2.728779294660605781e-04,1.787565496731424730e-03
3.762488402456674041e-01,3.857196398669867077e-01,2.017087563417902241e-01,3.164720813986592746e-02,1.200683654503310188e-03,1.365581835593439970e-03,1.566123354480938087e-03,2.089180918677187031e-06,5.410773801934887217e-04
7.110087399654249074e-01,1.312714159337011466e-01,1.284073040880091832e-01,5.249857835503278676e-04,1.346200538983867434e-02,6.480850361596245807e-03,4.019227019413592478e-03,2.616579419487201005e-03,2.208892038978671479e-03
2.977755655364368037e-01,5.864525558263951333e-03,4.946283996672861671e-01,8.203969605224564754e-02,2.908726966232231398e-02,5.436096467536826599e-02,2.855333327951422098e-02,8.689353246506923843e-05,7.603352036097521527e-03
4.505403401644256789e-01,1.300007854985719136e-01,7.587544683541924684e-02,2.223786456736681072e-01,3.750740842682749598e-02,3.527546961488707555e-02,1.562946870558301268e-02,7.773326448015151560e-03,2.501910863260237150e-02
7.439803709750831828e-01,1.951667995513185483e-01,1.996884764398390230e-02,6.616460927971754349e-03,2.476448583019349309e-02,5.639892441880236043e-03,9.324726769725188947e-04,1.705151871146667625e-03,1.225518081449772367e-03
5.622889381190506741e-01,1.419040960278480923e-01,2.208814793339728966e-01,1.596674292371071113e-02,3.634494711632503539e-02,6.222732440084736798e-03,6.157337162844488468e-03,4.226809493393603526e-03,6.006917382769816349e-03
6.784758708673426231e-01,1.394428317609242851e-01,4.945744347150898140e-02,1.061060397330588490e-01,1.267066316769235694e-02,3.122103324721499460e-03,9.217568287254326864e-03,8.977562987840967087e-05,1.417703757618626881e-03
6.301303889013097903e-01,3.000584502356895000e-01,3.502426333228490091e-02,1.710747767210391446e-03,3.138440995732579702e-02,1.491084584000958429e-03,1.925032178953517826e-04,4.862444548265503798e-06,3.289559735164537813e-06
7.111212683523361333e-01,2.237461728591435550e-01,1.643540083696527765e-02,3.822781945618248384e-02,3.571868561024509146e-03,1.963792360253326097e-03,3.206443424831543869e-03,1.720675059035020648e-03,6.559090228064334838e-06
7.109924000151357504e-01,7.700024363064517444e-03,1.223037703850168301e-01,3.546033073714625200e-02,2.501562685568684691e-02,6.085208913847222484e-02,2.741642151240655063e-04,2.703117212718653128e-02,1.037042216316708121e-02
3.730242897289856030e-01,3.612287566224271496e-01,1.266779094886639201e-01,4.786110099278921559e-02,3.827844386595186804e-02,5.165504447690573431e-02,2.654819398664433274e-04,8.012849615746051859e-04,2.076879228355421603e-04
1.177228208605444193e-01,6.118139257075155130e-02,3.961751549282556684e-01,1.824712227983460999e-01,1.720382092212996705e-01,4.790134138520705381e-02,9.045005432195506873e-03,6.546090718742347825e-03,6.918762084657692490e-03
