6.365405195846713937e-01,3.295351960841838568e-01,1.127688789194152170e-02,1.987355244130107126e-02,1.912639051297510180e-04,4.012461627819849538e-04,1.458506963464232262e-03,4.291053822625365039e-04,2.900015391456218822e-04,3.720045117949766222e-06
9.523445442751916623e-01,2.303603880432129880e-02,2.118346682828085512e-02,3.683730874741100053e-04,1.568233027623454996e-03,2.442688769494317049e-04,1.716451259245223293e-04,3.377515491055412141e-04,3.322771207625014158e-04,4.134013043668449683e-04
7.643909587943041872e-01,2.229731142203063010e-01,3.027907929073874512e-03,7.516923582509124277e-03,1.529420522887131898e-03,5.372421356998769576e-04,3.927319518332620882e-06,1.258887237661638718e-05,2.677746135714620484e-06,5.238877188729063050e-06
7.939996697438711504e-02,4.383822408510202884e-01,7.363459726088666946e-02,4.034803724031824634e-01,4.282582048418447258e-03,3.443497913791490400e-04,3.351545852842719450e-04,8.965957698864681930e-05,1.795418899175638556e-05,3.312231946117627501e-05
3.588786469153282255e-01,8.005526276616778403e-02,6.454954108332941476e-02,3.922591746148070269e-01,2.423077001005112530e-02,6.678299295398040791e-02,1.260617709370010810e-02,2.898702530668732444e-04,7.800883651391162248e-05,2.695554730549609701e-04
7.881837927452457482e-01,9.727812315343002322e-03,1.468931519817139320e-01,8.208401381108766659e-03,3.753834585499212645e-02,7.276019241543483888e-03,1.677072325394959396e-03,1.539264756215912142e-04,2.167985810184779928e-04,1.246790980177214792e-04
6.885111775180736693e-01,5.737438210770449964e-02,2.247144062348691018e-01,1.968293106298841730e-02,8.736227520226977003e-03,6.864067857566814824e-04,2.836724264867675638e-04,3.999911235425417230e-07,8.615376881149909180e-07,9.534815082257175334e-06
3.381894496574293640e-01,2.970544332657203968e-01,3.450740012531062217e-01,5.080726488285487383e-03,1.233919012413297982e-02,2.208209350056516800e-03,4.080919901146541032e-05,9.054571068657124949e-06,3.477152264282595587e-06,6.489389247077426148e-07
3.711469488317523657e-01,3.603365613627833031e-01,1.222408230526159101e-01,3.640078965126245653e-02,3.158156705924020807e-04,6.749916242149665846e-02,3.505590098242587771e-02,3.279894237865956311e-03,1.079706372606291896e-03,2.644397416598831541e-03
9.353033536397681313e-02,8.313860881049988105e-01,3.858669411062813030e-03,3.258014489657115598e-02,2.752142975484391310e-02,1.017830066150203494e-02,6.614654139387696240e-04,2.701639306469665763e-04,1.841236190425493063e-06,1.156122626833067102e-05
2.641480918999016270e-01,2.947209586495437295e-01,3.670941035135198982e-01,5.751860939488410984e-02,2.584930598222281214e-03,8.695657464047601426e-03,4.874741589972597829e-03,3.581116662519989247e-04,2.143900196414752009e-06,2.651323459890164713e-06
3.388240423913161381e-01,3.972306923311830773e-01,2.629593150005179458e-01,3.263628506248490583e-04,4.560890684131439277e-04,1.547322634152715375e-04,2.382884525557467625e-05,6.966685385494283923e-06,4.524176298809616982e-06,1.344638758982164006e-05
4.299144938238760316e-01,2.495138775965856648e-01,2.731983750994078641e-01,3.556282283294628227e-02,1.939473139061565258e-04,2.859742531006588279e-03,3.532469283922615774e-03,5.135452880779401222e-03,3.876824987387570592e-05,5.005038769545500088e-05
7.388010773735285142e-01,7.219033079149184129e-02,7.685835117252454163e-02,1.029057308670953547e-01,1.517893187564037846e-03,4.918658805385945666e-03,2.176582823152926286e-03,3.541294370646437106e-04,3.930341224175897148e-05,2.379421299503192699e-04
1.646183721693328383e-01,7.790112233897295013e-01,4.936741552102293096e-02,5.807789641345493040e-03,2.052606379771294821e-04,7.205878961595508277e-04,7.356754202570167471e-05,7.651180246017616157e-05,4.061251083550799866e-05,7.865888911107177250e-05
5.526909277645386531e-02,1.937792425449331724e-01,8.059895611062370402e-02,5.416191175669811120e-01,1.243684155757056181e-01,3.001559470285584345e-03,1.225874050736237538e-03,9.842515628394728428e-05,3.113052250723641361e-05,8.186225489370535513e-06
3.337763434508621563e-01,2.476333526745909397e-01,3.690321926474949277e-01,2.138604281488442130e-02,1.450381972902383548e-02,1.043892170914911821e-03,6.321649492144270147e-03,3.720398256842711356e-03,1.663648814123690764e-03,9.186599491181057786e-04
